ID1,caseid,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2025,      443203201  2,2,3,AB,BE,B, , , , , , , , , , , 
2025,      443303001  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      443305501  2,1,3,AB,C,BC, , , , , , , , , , , 
2025,      443306501  2,1,2,A,BK, , , , , , , , , , , , 
2025,      443308201  2,1,2,AB,BK,BK, ,1,1, , , , , , , , 
2025,      443408301  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      443408401  7,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      443408601  2,1,6,Y, , , ,2, , , , , , , , , 
2025,      443508401  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      443508601  3,1,1,AB,BCEK,BK, ,2,2,2, , , , , , , 
2025,      443508801  2,1,3,AB,CK,BCK, , , , , , , , , , , 
2025,      443509101  1,1,2,A,EK, , , , , , , , , , , , 
2025,      443603801  4,1,2,A,B, , , , , , , , , , , , 
2025,      443703901  2,1,2,B, ,BE, , , , , , , , , , , 
2025,      443707201  2,1,1,A,E, , , , , , , , , , , , 
2025,      443805001  4,1,1,A,BC, , , , , , , , , , , , 
2025,      443806101  2,1,2,AB,EK,EK, , , , , , , , , , , 
2025,      443903201  1,1,5,A,BEK, , ,2, ,2, , , , ,2, , 
2025,      443904101  2,1,2,AB,CK,CK, ,1, , , , , , , , , 
2025,      443906001  2,1,2,AB,ABCE,ABCE, , , , , , , , , , , 
2025,      444005301  2,1,2,AB,K,B, ,1, ,1, , , , ,2, , 
2025,      444104901  1,1,3,AC,BK, ,K, , , , , , , , , , 
2025,      444212401  1,1,3,A,BC, , ,1,1,1, , , , , , , 
2025,      444212401  1,2,2,A,K, , ,1,1,1, , , , , , , 
2025,      444214201  4,1,2,AB,B,B, , , , , , , , , , , 
2025,      444304001  2,1,2,Y, , , ,2,2,2, , , , , , , 
2025,      444304001  2,2,1,AB,C,C, ,1,1,1, , , , , , , 
2025,      444309401  2,1,6,AB,BE,B, ,2,2,2,2, , , , , , 
2025,      444309501  2,1,2,A,AB, , ,2,2,2, , , , , , , 
2025,      444320701  1,1,6,AB,C,C, , , , , , , , , , , 
2025,      444505201  6,1,1,A,BK, , , , , , , , , , , , 
2025,      444511601  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      444512001  2,1,3,A,K, , , , , , , , , , , , 
2025,      444512601  5,1,2,A,K, , ,1,1,2,2, , , , , , 
2025,      444603301  1,1,3,A,BCE, , , , , , , , , , , , 
2025,      444603701  1,1,3,A,BC, , , , , , , , , , , , 
2025,      444610901  2,1,5,AB,B,B, , , , , , , , , , , 
2025,      444610901  2,2,4,AB,BCE,BC, , , , , , , , , , , 
2025,      444702001  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      444704201  3,1,2,A,K, , , , , , , , , , , , 
2025,      444800201  2,1,1,Y, , , , , , , , , , , , , 
2025,      444801301  1,1,3,A,BC, , , , , , , , , , , , 
2025,      444801301  1,2,2,A,BC, , , , , , , , , , , , 
2025,      444805201  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      444809901  1,1,2,Y, , , , , , , , , , , , , 
2025,      444815001  2,1,3,Y, , , , , , , , , , , , , 
2025,      444901501  2,1,2,AB,ABE,ABE, ,2,2, , , , , , , , 
2025,      444907701  2,1,3,AB,BK,BK, ,2,2,2, , , , , , , 
2025,      445000201  3,1,2,Y, , , , , , , , , , , , , 
2025,      445000501  2,1,3,AB,BC,BC, , , , , , , , , , , 
2025,      445000701  2,1,2,AB,BI,BI, ,2, , , , , , , , , 
2025,      445005401  2,1,3,AB,CK,CK, , , , , , , , , , , 
2025,      445106801  2,1,2,AB,CEK,CEK, , , , , , , , , , , 
2025,      445107601  4,1,1,AC,BK, ,BK, , , , , , , , , , 
2025,      445209301  4,1,2,AB,C,C, , , , , , , , , , , 
2025,      445300301  2,1,3,AB,BE,BE, , , , , , , , , , , 
2025,      445300301  2,2,2,AB,BE,BE, , , , , , , , , , , 
2025,      445301401  2,1,3,Y, , , , , , , , , , , , , 
2025,      445301401  2,2,2,Y, , , , , , , , , , , , , 
2025,      445301601  2,1,2,A,AB, , , , , , , , , , , , 
2025,      445309701  2,1,2,AB,BE,BE, , , , , , , , , , , 
2025,      445405901  1,1,2,A,AK, , , , , , , , , , , , 
2025,      445406101  2,1,10,AB,BE,BE, , , , , , , , , , , 
2025,      445406301  1,1,3,A,B, , , , , , , , , , , , 
2025,      445406301  1,2,2,A,AB, , , , , , , , , , , , 
2025,      445411701  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      445415101  1,1,3,A,CK, , ,2,2,2,2,2, , , , , 
2025,      445500201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      445500301  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      445511701  2,1,2,AB,CK,CK, , ,2, , , , , , , , 
2025,      445512501  2,1,1,AB,CK,CK, , , , , , , , , , , 
2025,      445608101  4,1,1,A,K, , , , , , , , , , , , 
2025,      445609101  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      445609101  2,2,1,AB,B,B, , , , , , , , , , , 
2025,      445700101  2,1,3,AB,B,BK, , , , , , , , , , , 
2025,      445700201  1,1,3,A,ABC, , , , , , , , , , , , 
2025,      445705301  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      445705401  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      445705601  2,1,3,AB,C,C, , , , , , , , , , , 
2025,      445708501  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      445801401  2,1,2,AB,B,B, ,2, ,2,2, , , , , , 
2025,      445818701  1,1,1,Y, , , , , , , , , , , , , 
2025,      445820401  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      445903201  1,1,2,A,B, , , , , , , , , , , , 
2025,      445907301  2,1,3,A,B, , , , , , , , , , , , 
2025,      445907301  2,2,2,A,B, , , , , , , , , , , , 
2025,      445910501  1,1,9,A,B, , , , , , , , , , , , 
2025,      445911001  2,1,1,A,B, , , , , , , , , , , , 
2025,      445912501  2,1,1,A,BE, , ,2,2, , , , , , , , 
2025,      446003901  2,1,3,Y, , , , , , , , , , , , , 
2025,      446005501  2,1,1,A,ABK, , ,2, , , , , , , , , 
2025,      446010001  2,1,1,AB,BCK,BCEK, , , , , , , , , , , 
2025,      446018301  1,1,1,AB,BCK,C, , , , , , , , , , , 
2025,      446108301  2,1,2,B, ,AX, , , , , , , , , , , 
2025,      446108401  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      446206701  2,1,2,AB,AB,B, , , , , , , , , , , 
2025,      446213101  1,1,2,A,G, , , , , , , , , , , , 
2025,      446214601  1,1,3,AB,C,C, , , , , , , , , , , 
2025,      446215101  2,1,2,ABD,B,B,B,2, , , , , , , , , 
2025,      446304901  1,1,2,AB,B,B, , , , , , , , , , , 
2025,      446306101  5,1,1,AC,B, ,B, , , , , , , , , , 
2025,      446314701  2,1,4,AF,BC, ,BC, , , , , , , , , , 
2025,      446315801  3,1,2,A,BCK, , , , , , , , , , , , 
2025,      446317601  4,1,2,AB,B,B, , , , , , , , , , , 
2025,      446317601  4,2,1,A,B, , , , , , , , , , , , 
2025,      446318101  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      446403402  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      446409201  2,1,3,A,AC, , ,2, , , , , , , , , 
2025,      446503101  1,1,4,AB,CK,CK, , , , , , , , , , , 
2025,      446600101  2,1,4,AB,BE,B, , , , , , , , , , , 
2025,      446605101  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      446605801  2,1,2,A,AB, , , , , , , , , , , , 
2025,      446611001  2,1,1,AB,BE,B, , , , , , , , , , , 
2025,      446611301  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      446702201  2,1,2,AB,BCE,BC, , , , , , , , , , , 
2025,      446703501  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      446711801  2,1,2,AB,B,AB, , , , , , , , , , , 
2025,      446800901  1,1,1,A,A, , , , , , , , , , , , 
2025,      446804501  2,1,2,A,B, , ,2, , , , , , , , , 
2025,      446912501  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      447001601  2,1,2,AB,BC,BC, , , , , , , , , , , 
2025,      447002101  2,1,1,AC,K, ,K, , , , , , , , , , 
2025,      447100601  1,1,9,AB,B,B, , , , , , , , , , , 
2025,      447102701  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      447105501  2,1,2,A,B, , , ,2, , , , , , , , 
2025,      447114401  2,1,2,AB,BEK,K, , , , , , , , , , , 
2025,      447203101  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      447304501  2,1,1,AB,BK,BK, , , , , , , , , , , 
2025,      447305901  2,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      447313801  2,1,1,A,K, , , , , , , , , ,2, , 
2025,      447313901  2,1,2,A,B, , , , , , , , , , , , 
2025,      447313901  2,2,1,A,B, , , , , , , , , , , , 
2025,      447405102  1,1,2,A,AB, , , , , , , , , , , , 
2025,      447405701  3,1,2,F, , ,A, , , , , , , , , , 
2025,      447414801  3,1,2,A,B, , , , , , , , , , , , 
2025,      447505901  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      447506001  2,1,4,AB,C,C, , , , , , , , , , , 
2025,      447507701  2,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      447509501  1,1,1,A,K, , , , , , , , , , , , 
2025,      447511601  2,1,3,ACD,B, ,B, , , , , , , , , , 
2025,      447514501  2,1,2,A,K, , , , , , , , , , , , 
2025,      447514501  2,2,1,A,K, , , , , , , , , , , , 
2025,      447703401  1,1,3,A,BC, , , ,2, , , , , , , , 
2025,      447703401  1,2,2,A,K, , , ,2, , , , , , , , 
2025,      447801201  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      447802001  3,1,2,A,BG, , , , , , , , , , , , 
2025,      447805901  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      447807301  2,1,2,A,C, , , , , , , , , , , , 
2025,      447809101  1,1,3,A,BC, , , , , , , , , , , , 
2025,      448000101  1,1,2,A,ABCK, , , , , , , , , , , , 
2025,      448006401  2,1,1,AB,BEK,K, ,2, , , , , , ,2,2, 
2025,      448100401  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      448100401  2,2,1,AB,K,K, , , , , , , , , , , 
2025,      448110701  2,1,2,AB,AB,AB, , , , , , , , , , , 
2025,      448113701  2,1,2,A,BE, , , , , , , , , , , , 
2025,      448115801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      448206901  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      448207001  2,1,1,Y, , , , , , , , , , , , , 
2025,      448403001  2,1,2,AB,BCEK,BCEK, , , , , , , , , , , 
2025,      448406801  5,1,1,Y, , , , , , , , , , , , , 
2025,      448408201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      448409501  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      448602501  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      448604001  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      448612401  2,1,1,AB,ACK,BCK, , , , , , , , , , , 
2025,      448703901  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      448706701  2,1,2,ABC,X,X,X, , , , , , , , , , 
2025,      448706701  2,2,1,ABC,CK,CK,CK, , , , , , , , , , 
2025,      448707401  1,1,1,A,BK, , , , , , , , , , , , 
2025,      448708401  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      448709201  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      448709301  2,1,2,A,BCK, , , , , , , , , , , , 
2025,      448801901  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      448804501  2,1,1,AC,ABE, ,BC,2, , , , , , , , , 
2025,      448809401  2,1,2,Y, , , , , , , , , , , , , 
2025,      448810401  2,1,3,AB,B,B, , , , , ,2, , , , , 
2025,      448906001  1,1,2,Y, , , ,2,2,2,2, , , ,2, , 
2025,      448907301  4,1,1,ABC,AK,K,K,2, , , , , , , , , 
2025,      448910001  2,1,1,Y, , , , , , , , , , , , , 
2025,      449000201  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      449001201  1,1,2,A,K, , , , , , , , , , , , 
2025,      449003201  3,1,1,A,AB, , , , , , , , , , , , 
2025,      449004501  1,1,1,ACD,B, ,B, , , , , , , , , , 
2025,      449004701  1,1,1,AB,ABC,ABC, , , , , , , , , , , 
2025,      449006501  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      449007901  1,1,4,ABD,K,K,K, , , , , , , , , , 
2025,      449103801  2,1,1,AB,EK,EK, , , , , , , , , , , 
2025,      449104101  2,1,4,ABD,BC,B,C,2,2, , , , , , , , 
2025,      449200101  2,1,5,AB,K,K, , ,1, ,1, , , , , , 
2025,      449200201  1,1,1,A,BK, , , , , , , , , , , , 
2025,      449200701  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      449203101  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      449203801  5,1,1,AC,K, ,K, , , , , , , , , , 
2025,      449305901  4,1,3,A,B, , , , , , , , , , , , 
2025,      449404201  4,1,1,ABC,K,K,K, ,2, , , , , , , , 
2025,      449404401  3,1,1,AB,K,K, , , , , , , , , , , 
2025,      449405301  2,1,4,A,E, , , , , , , , , , , , 
2025,      449501701  1,1,4,A,B, , ,2, ,2,2, , , , , , 
2025,      449506501  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      449507901  2,1,6,AB,AB,B, , , , , , , , , , , 
2025,      449508001  5,1,1,AB,B,B, ,2, ,2, , , , , , , 
2025,      449600101  1,1,2,A,BC, , , , , , , , , , , , 
2025,      449606601  2,1,4,AD,B, ,B, , , , , , , , , , 
2025,      449606601  2,2,3,AD,B, ,B, , , , , , , , , , 
2025,      449703501  2,1,3,AB,CK,CK, , , , , , , , , , , 
2025,      449704101  1,1,1,AB,CK,K, , , , , , , , , , , 
2025,      449705701  2,1,2,AB,C,K, , , , , , , , , , , 
2025,      449710701  2,1,1,AB,K,K, , ,2,2, , , , , , , 
2025,      449711701  2,1,2,A,K, , , , , , , , , , , , 
2025,      449800701  2,1,2,AB,CK,CK, , , , , , , , , , , 
2025,      449801001  2,1,1,AB,BK,B, , , , , , , , , , , 
2025,      449805401  3,1,1,A,B, , , , , , , , , , , , 
2025,      449811301  2,1,4,ABD,BC,BC,BC,2,2,2,2,2,2,2, , , 
2025,      449903801  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      449905001  1,1,3,A,B, , , , , , , , , , , , 
2025,      449906801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      449907001  1,1,2,A,AC, , , , , , , , , , , , 
2025,      449909101  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      450003201  1,1,5,A,CK, , , , , , , , , , , , 
2025,      450003201  1,2,4,A,CIK, , , , , , , , , , , , 
2025,      450004401  2,1,3,AB,K,K, ,2,2,2,2, , , , , , 
2025,      450007501  1,1,1,A,BEK, , , , , , , , , , , , 
2025,      450008501  1,1,2,AB,BE,BE, , , , , , , , , , , 
2025,      450106201  3,1,1,AB,K,K, , , , , , , , , , , 
2025,      450106301  1,1,2,A,K, , , , , , , , , , , , 
2025,      450106901  2,1,3,A,BK, , ,2,2, , , , , , , , 
2025,      450106901  2,2,2,A,BEK, , ,1,1, , , , , , , , 
2025,      450107201  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      450110401  2,1,3,A,K, , , , , , , , , , , , 
2025,      450110501  2,1,2,A,B, , , , , , , , , , , , 
2025,      450110501  2,2,1,A,AB, , , , , , , , , , , , 
2025,      450200401  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      450201101  2,1,1,AB,CK,C, , , , , , , , , , , 
2025,      450202301  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      450202601  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      450202801  1,1,4,AB,CDK,CDK, ,1,1,1,1, , , , , , 
2025,      450206201  2,1,2,AB,CEK,CK, , , , , , , , , , , 
2025,      450206701  3,1,2,A,K, , , , , , , , , , , , 
2025,      450303301  2,1,1,A,IK, , , , , , , , , , , , 
2025,      450303801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      450304501  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      450304501  2,2,2,AB,EK,EK, , , , , , , , , , , 
2025,      450307101  1,1,3,A,EK, , , , , , , , , , , , 
2025,      450310501  1,1,1,A,K, , , , , , , , , , , , 
2025,      450310801  2,1,1,AB,B,BE, , , , , , , , , , , 
2025,      450407801  2,1,2,AB,BC,BK, , , , , , , , , , , 
2025,      450501601  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      450501801  1,1,3,A,K, , , , , , , , , , , , 
2025,      450508801  1,1,2,AB,K,K, , , , , , , , , , , 
2025,      450512901  3,1,2,AC,B, ,B, , , , , , , , , , 
2025,      450513801  2,1,3,AB,E,B, , , , , , , , , , , 
2025,      450603201  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      450603201  2,2,4,AB,K,K, , , , , , , , , , , 
2025,      450604701  2,1,1,AB,EK,EK, , , , , , , , , , , 
2025,      450607401  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      450804001  2,1,1,AB,CEK,CEK, , , , , , , , , , , 
2025,      450805201  2,1,2,AB,BK,BK, , , , , , , , , , , 
2025,      450805901  3,1,2,AC,BEK, ,K,1,1, , , , , , ,2, 
2025,      450805901  3,2,1,AC,BEK, ,BK,1,1, , , , , , ,2, 
2025,      450904001  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      450904001  2,2,1,B, ,BE, , , , , , , , , , , 
2025,      450904101  2,1,2,A,BK, , ,1,1,1,1, , , ,2,2, 
2025,      451003801  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      451004401  2,1,5,AB,K,K, , , , , , , , , , , 
2025,      451005801  2,1,3,AB,CFI,ABK, , , , , , , , , , , 
2025,      451100701  1,1,2,A,B, , , , , , , , , , , , 
2025,      451100701  1,2,1,AB,B,B, , , , , , , , , , , 
2025,      451102101  2,1,6,ABD,B,B,B,2,2,2, , , , , , , 
2025,      451102801  1,1,1,A,CI, , , , , , , , , , , , 
2025,      451105201  2,1,1,AB,AB,BC, , , , , , , , , , , 
2025,      451106701  2,1,3,A,CK, , ,2,2,2, ,2, , , ,2, 
2025,      451107001  2,1,4,AB,AB,B, , , , , , , , , , , 
2025,      451107001  2,2,3,AB,BC,BC, , , , , , , , , , , 
2025,      451109101  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      451201101  2,1,4,AB,EK,EK, , , , , , , , , , , 
2025,      451201201  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      451201201  2,2,1,AB,K,K, , , , , , , , , , , 
2025,      451202101  2,1,2,AB,EK,EK, ,2, , , , , , , , , 
2025,      451202101  2,2,1,AB,EK,EK, ,2, , , , , , , , , 
2025,      451211401  2,1,4,AB,K,K, , , , , , , , , , , 
2025,      451211701  1,1,1,AB,EK,EK, , , , , , , , , , , 
2025,      451211801  2,1,6,AB,CK,CK, , , , , , , , , , , 
2025,      451211801  2,2,5,AB,CK,CK, , , , , , , , , , , 
2025,      451302101  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      451404901  2,1,1,AB,AB,B, , , , , , , , , , , 
2025,      451509601  4,1,1,A,B, , ,2,2,2, ,2, , , , , 
2025,      451603601  2,1,4,AB,CE,CK, , , , , , , , , , , 
2025,      451702101  1,1,1,AC,B, ,B, , , , , , , , , , 
2025,      451702901  2,1,2,A,BC, , ,2,2, , , , , , , , 
2025,      451703301  2,1,3,AB,B,B, , , , , , , , , , , 
2025,      451709201  2,1,1,AB,ABCK,ABCK, , , , , , , , , , , 
2025,      451800401  1,1,3,Y, , , ,2,2,2, ,2, , ,2,2, 
2025,      451801001  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      451802201  3,1,2,AB,K,K, , , , , , , , , , , 
2025,      451803901  2,1,6,AB,K,K, , , , , , , , , , , 
2025,      451906101  2,1,3,AB,ABC,BC, , , , , , , , , , , 
2025,      451906101  2,2,2,AB,ABC,BC, , , , , , , , , , , 
2025,      451912101  4,1,2,AB,AB,B, , , , , , , , , , , 
2025,      451912501  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      451920201  3,1,1,AC,ABC, ,BC, , , , , , , , , , 
2025,      451921101  4,1,1,AB,BE,B, , , , , , , , , , , 
2025,      452003601  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      452004901  2,1,1,A,ACK, , , , , , , , , , , , 
2025,      452005801  1,1,2,A,B, , , , , , , , , , , , 
2025,      452006701  1,1,2,AB,BEX,E, , , , , , , , , , , 
2025,      452007001  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      452007001  2,2,1,AB,BF,BF, , , , , , , , , , , 
2025,      452008001  1,1,6,A,B, , , , , , , , , , , , 
2025,      452008001  1,2,5,A,B, , , , , , , , , , , , 
2025,      452009101  2,1,4,Y, , , ,2, , , , , , , , , 
2025,      452009101  2,2,3,AB,AC,AC, ,2, , , , , , , , , 
2025,      452100401  2,1,2,AB,AC,C, ,2, ,2, , , , , , , 
2025,      452102201  2,1,4,AB,BC,BC, , , , , , , , , , , 
2025,      452102301  2,1,1,AB,BC,BE, , , , , , , , , , , 
2025,      452102401  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      452103101  1,1,1,AB,BC,BC, , , , , , , , , , , 
2025,      452104801  3,1,5,A,K, , , , , , , , , , , , 
2025,      452105501  1,1,2,A,B, , , , , , , , , , , , 
2025,      452109601  1,1,3,A,B, , , , , , , , , , , , 
2025,      452201901  2,1,3,Y, , , ,2, , , , , , ,2, , 
2025,      452211001  1,1,1,A,CE, , , , , , , , , , , , 
2025,      452212001  2,1,3,A,C, , , , , , , , , , , , 
2025,      452212001  2,2,2,AB,E,K, , , , , , , , , , , 
2025,      452303301  2,1,3,AB,K,K, , , , , , , , , , , 
2025,      452305001  3,1,1,AC,AB, ,B, , , , , , , , , , 
2025,      452305601  2,1,2,AB,EX,E, , , , , , , , , , , 
2025,      452402501  2,1,1,AB,C,C, , , , , , , , , , , 
2025,      452402701  2,1,2,AB,A,K, , , , , , , , , , , 
2025,      452407201  3,1,1,AB,C,C, , , , , , , , , , , 
2025,      452407301  5,1,1,A,AB, , , , , , , , , , , , 
2025,      452414101  2,1,8,A,E, , ,1,1,1,1, , , ,1,1, 
2025,      452414201  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      452414301  2,1,4,AB,B,B, , , , , , , , , , , 
2025,      452414501  2,1,1,Y, , , , , , , , , , , , , 
2025,      452501801  2,1,4,A,I, , , , , , , , , , , , 
2025,      452501801  2,2,3,A,E, , , , , , , , , , , , 
2025,      452501801  2,3,2,A,B, , , , , , , , , , , , 
2025,      452506401  2,1,3,B, ,K, , , , , , , , , , , 
2025,      452513301  1,1,3,AB,EK,K, , , , , , , , , , , 
2025,      452513501  2,1,2,AB,K,K, , , , , , , , , , , 
2025,      452513601  1,1,2,A,K, , , , , , , , , , , , 
2025,      452603701  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      452605201  2,1,6,AB,B,B, , , , , , , , , , , 
2025,      452605301  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      452605401  2,1,3,AB,BG,B, , , , , , , , , , , 
2025,      452607901  1,1,3,A,AB, , , , , , , , , , , , 
2025,      452700101  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      452702701  3,1,1,A,B, , , , , , , , , , , , 
2025,      452708001  1,1,2,A,BE, , , , , , , , , , , , 
2025,      452708701  2,1,8,AB,BE,BE, , , , , , , , , , , 
2025,      452800301  4,1,1,A,BE, , , , , , , , , , , , 
2025,      452800701  2,1,4,AB,I,K, , , , , , , , , , , 
2025,      452801101  2,1,1,AB,CE,C, , , , , , , , , , , 
2025,      452807801  2,1,6,BD, ,K,E,2, , , , , , , , , 
2025,      452901601  2,1,1,AB,BCE,B, , , , , , , , , , , 
2025,      452902001  2,1,2,AB,EK,EK, , , , , , , , , , , 
2025,      452907901  1,1,2,A,EI, , , , , , , , , , , , 
2025,      452908101  1,1,4,AB,B,B, , , , , , , , , , , 
2025,      452917901  2,1,1,AB,B,B, , , , , , , , , , , 
2025,      452918501  3,1,1,AC,C, ,C, , , , , , , ,2, , 
2025,      453000301  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      453002401  2,1,2,AB,BE,BE, , , , , , , , , , , 
2025,      453002601  2,1,2,AB,B,B, , , , , , , , , , , 
2025,      453003401  2,1,1,AB,K,K, , , , , , , , , , , 
2025,      453005501  2,1,1,AB,C,C, , , , , , , , , , , 
2025,      453103901  2,1,2,AB,E,E, , , , , , , , , , , 
2025,      453104201  1,1,2,A,ABC, , , , , , , , , , , , 
2025,      453200201  2,1,4,A,K, , , ,2,2,2, , , , , , 
2025,      453202001  1,1,2,A,K, , , , , , , , , , , , 
2025,      453202001  1,2,1,A,CEK, , , , , , , , , , , , 
2025,      453206701  2,1,1,AB,BC,CK, , , , , , , , , , , 
2025,      453208001  2,1,2,AB,C,C, , , , , , , , , , , 
2025,      453302201  2,1,3,ABD,BC,BC,B, , , , , , , , , , 
2025,      453303101  1,1,3,AB,BE,B, , , , , , , , , , , 
2025,      453304501  1,1,3,A,K, , , , , , , , , , , , 
2025,      453305501  2,1,1,A,AB, , , , , , , , , , , , 
2025,      453400501  2,1,3,ABD,CK,CK,K, , , , , , , , , , 
2025,      453401301  2,1,1,A,K, , , , , , , , , , , , 
